# source=measured_controller_ablation_timeseries, provisional=false
trial_id,mode,t_s,pitch_deg,command_speed_m_s,protection_triggered
e9_full_09,FULL,1.600,0.12824,0.000,0
e9_full_09,FULL,1.620,-0.03769,0.000,0
e9_full_09,FULL,1.640,0.08782,0.000,0
e9_full_09,FULL,1.660,-0.00548,0.000,0
e9_full_09,FULL,1.680,-0.02130,0.000,0
e9_full_09,FULL,1.700,-0.05495,0.000,0
e9_full_09,FULL,1.720,-0.15048,0.000,0
e9_full_09,FULL,1.740,0.09327,0.000,0
e9_full_09,FULL,1.760,0.02004,0.000,0
e9_full_09,FULL,1.780,0.16171,0.000,0
e9_full_09,FULL,1.800,-0.19104,0.000,0
e9_full_09,FULL,1.820,0.17095,0.000,0
e9_full_09,FULL,1.840,0.17738,0.000,0
e9_full_09,FULL,1.860,0.21102,0.000,0
e9_full_09,FULL,1.880,0.28273,0.000,0
e9_full_09,FULL,1.900,0.23265,0.000,0
e9_full_09,FULL,1.920,0.18507,0.000,0
e9_full_09,FULL,1.940,0.13986,0.000,0
e9_full_09,FULL,1.960,0.09907,0.000,0
e9_full_09,FULL,1.980,0.10102,0.000,0
e9_full_09,FULL,2.000,0.24129,0.000,0
e9_full_09,FULL,2.020,0.08526,0.000,0
e9_full_09,FULL,2.040,0.26179,0.000,0
e9_full_09,FULL,2.060,0.02311,0.000,0
e9_full_09,FULL,2.080,-0.08020,0.000,0
e9_full_09,FULL,2.100,0.10506,0.000,0
e9_full_09,FULL,2.120,0.21618,0.000,0
e9_full_09,FULL,2.140,0.33458,0.000,0
e9_full_09,FULL,2.160,0.50364,0.000,0
e9_full_09,FULL,2.180,0.36207,0.000,0
e9_full_09,FULL,2.200,0.13377,0.000,0
e9_full_09,FULL,2.220,0.02300,0.000,0
e9_full_09,FULL,2.240,0.09098,0.000,0
e9_full_09,FULL,2.260,0.31027,0.000,0
e9_full_09,FULL,2.280,0.17989,0.000,0
e9_full_09,FULL,2.300,-0.03172,0.000,0
e9_full_09,FULL,2.320,0.11539,0.000,0
e9_full_09,FULL,2.340,0.06856,0.000,0
e9_full_09,FULL,2.360,0.13644,0.000,0
e9_full_09,FULL,2.380,0.16528,0.000,0
e9_full_09,FULL,2.400,-0.07185,0.000,0
e9_full_09,FULL,2.420,0.17110,0.000,0
e9_full_09,FULL,2.440,0.18371,0.000,0
e9_full_09,FULL,2.460,-0.04937,0.000,0
e9_full_09,FULL,2.480,-0.03702,0.000,0
e9_full_09,FULL,2.500,-0.00115,0.000,0
e9_full_09,FULL,2.520,-0.03072,0.000,0
e9_full_09,FULL,2.540,-0.11698,0.000,0
e9_full_09,FULL,2.560,-0.00721,0.000,0
e9_full_09,FULL,2.580,0.22446,0.000,0
e9_full_09,FULL,2.600,0.33040,0.000,0
e9_full_09,FULL,2.620,0.29599,0.000,0
e9_full_09,FULL,2.640,-0.00344,0.000,0
e9_full_09,FULL,2.660,0.07938,0.000,0
e9_full_09,FULL,2.680,0.00130,0.000,0
e9_full_09,FULL,2.700,-0.01995,0.000,0
e9_full_09,FULL,2.720,0.07668,0.000,0
e9_full_09,FULL,2.740,-0.02958,0.000,0
e9_full_09,FULL,2.760,-0.12084,0.000,0
e9_full_09,FULL,2.780,-0.17294,0.000,0
e9_full_09,FULL,2.800,0.05078,0.000,0
e9_full_09,FULL,2.820,0.18789,0.000,0
e9_full_09,FULL,2.840,-0.02555,0.000,0
e9_full_09,FULL,2.860,0.02731,0.000,0
e9_full_09,FULL,2.880,-0.19234,0.000,0
e9_full_09,FULL,2.900,-0.12371,0.000,0
e9_full_09,FULL,2.920,-0.03134,0.000,0
e9_full_09,FULL,2.940,-0.10527,0.000,0
e9_full_09,FULL,2.960,0.19409,0.000,0
e9_full_09,FULL,2.980,0.11785,0.000,0
e9_full_09,FULL,3.000,0.05423,0.000,0
e9_full_10,FULL,-0.200,-0.03137,0.000,0
e9_full_10,FULL,-0.180,-0.02164,0.000,0
e9_full_10,FULL,-0.160,0.09588,0.000,0
e9_full_10,FULL,-0.140,0.13294,0.000,0
e9_full_10,FULL,-0.120,-0.06754,0.000,0
e9_full_10,FULL,-0.100,0.12013,0.000,0
e9_full_10,FULL,-0.080,-0.05710,0.000,0
e9_full_10,FULL,-0.060,-0.02028,0.000,0
e9_full_10,FULL,-0.040,0.05313,0.000,0
e9_full_10,FULL,-0.020,0.07700,0.000,0
e9_full_10,FULL,0.000,7.74658,0.000,0
e9_full_10,FULL,0.020,7.13370,0.000,0
e9_full_10,FULL,0.040,7.01455,0.000,0
e9_full_10,FULL,0.060,6.44418,0.000,0
e9_full_10,FULL,0.080,6.07891,0.000,0
e9_full_10,FULL,0.100,5.81378,0.000,0
e9_full_10,FULL,0.120,5.64462,0.000,0
e9_full_10,FULL,0.140,5.28189,0.000,0
e9_full_10,FULL,0.160,5.16623,0.000,0
e9_full_10,FULL,0.180,4.66389,0.000,0
e9_full_10,FULL,0.200,4.10578,0.000,0
e9_full_10,FULL,0.220,3.84021,0.000,0
e9_full_10,FULL,0.240,3.72320,0.000,0
e9_full_10,FULL,0.260,3.02139,0.000,0
e9_full_10,FULL,0.280,2.74871,0.000,0
e9_full_10,FULL,0.300,2.66140,0.000,0
e9_full_10,FULL,0.320,2.28401,0.000,0
e9_full_10,FULL,0.340,2.12573,0.000,0
e9_full_10,FULL,0.360,1.91733,0.000,0
e9_full_10,FULL,0.380,1.53941,0.000,0
e9_full_10,FULL,0.400,1.22898,0.000,0
e9_full_10,FULL,0.420,0.89797,0.000,0
e9_full_10,FULL,0.440,1.04687,0.000,0
e9_full_10,FULL,0.460,0.78951,0.000,0
e9_full_10,FULL,0.480,0.45282,0.000,0
e9_full_10,FULL,0.500,0.52057,0.000,0
e9_full_10,FULL,0.520,0.41093,0.000,0
e9_full_10,FULL,0.540,0.10431,0.000,0
e9_full_10,FULL,0.560,0.10084,0.000,0
e9_full_10,FULL,0.580,-0.12237,0.000,0
e9_full_10,FULL,0.600,-0.21725,0.000,0
e9_full_10,FULL,0.620,-0.33476,0.000,0
e9_full_10,FULL,0.640,-0.41622,0.000,0
e9_full_10,FULL,0.660,-0.41822,0.000,0
e9_full_10,FULL,0.680,-0.66217,0.000,0
e9_full_10,FULL,0.700,-0.64489,0.000,0
e9_full_10,FULL,0.720,-0.59541,0.000,0
e9_full_10,FULL,0.740,-0.69014,0.000,0
e9_full_10,FULL,0.760,-0.79116,0.000,0
e9_full_10,FULL,0.780,-0.67607,0.000,0
e9_full_10,FULL,0.800,-0.72472,0.000,0
e9_full_10,FULL,0.820,-0.93950,0.000,0
e9_full_10,FULL,0.840,-0.99900,0.000,0
e9_full_10,FULL,0.860,-0.66078,0.000,0
e9_full_10,FULL,0.880,-0.85901,0.000,0
e9_full_10,FULL,0.900,-0.62173,0.000,0
e9_full_10,FULL,0.920,-1.02318,0.000,0
e9_full_10,FULL,0.940,-0.91834,0.000,0
e9_full_10,FULL,0.960,-0.76254,0.000,0
e9_full_10,FULL,0.980,-0.78685,0.000,0
e9_full_10,FULL,1.000,-0.91695,0.000,0
e9_full_10,FULL,1.020,-0.82008,0.000,0
e9_full_10,FULL,1.040,-0.76039,0.000,0
e9_full_10,FULL,1.060,-0.67762,0.000,0
e9_full_10,FULL,1.080,-0.78288,0.000,0
e9_full_10,FULL,1.100,-0.55998,0.000,0
e9_full_10,FULL,1.120,-0.66584,0.000,0
e9_full_10,FULL,1.140,-0.41893,0.000,0
e9_full_10,FULL,1.160,-0.61492,0.000,0
e9_full_10,FULL,1.180,-0.62025,0.000,0
e9_full_10,FULL,1.200,-0.69029,0.000,0
e9_full_10,FULL,1.220,-0.73693,0.000,0
e9_full_10,FULL,1.240,-0.43572,0.000,0
e9_full_10,FULL,1.260,-0.13053,0.000,0
e9_full_10,FULL,1.280,-0.38929,0.000,0
e9_full_10,FULL,1.300,-0.46732,0.000,0
e9_full_10,FULL,1.320,-0.34365,0.000,0
e9_full_10,FULL,1.340,-0.20252,0.000,0
e9_full_10,FULL,1.360,-0.31964,0.000,0
e9_full_10,FULL,1.380,0.10754,0.000,0
e9_full_10,FULL,1.400,-0.46704,0.000,0
e9_full_10,FULL,1.420,-0.11780,0.000,0
e9_full_10,FULL,1.440,-0.27753,0.000,0
e9_full_10,FULL,1.460,-0.20231,0.000,0
e9_full_10,FULL,1.480,-0.29213,0.000,0
e9_full_10,FULL,1.500,-0.10898,0.000,0
e9_full_10,FULL,1.520,-0.08212,0.000,0
e9_full_10,FULL,1.540,-0.20707,0.000,0
e9_full_10,FULL,1.560,0.01150,0.000,0
e9_full_10,FULL,1.580,-0.40769,0.000,0
e9_full_10,FULL,1.600,0.01822,0.000,0
e9_full_10,FULL,1.620,-0.14843,0.000,0
e9_full_10,FULL,1.640,0.01328,0.000,0
e9_full_10,FULL,1.660,0.14208,0.000,0
e9_full_10,FULL,1.680,-0.04415,0.000,0
e9_full_10,FULL,1.700,-0.27734,0.000,0
e9_full_10,FULL,1.720,-0.11200,0.000,0
e9_full_10,FULL,1.740,0.05795,0.000,0
e9_full_10,FULL,1.760,0.05127,0.000,0
e9_full_10,FULL,1.780,-0.12387,0.000,0
e9_full_10,FULL,1.800,0.04632,0.000,0
e9_full_10,FULL,1.820,0.15044,0.000,0
e9_full_10,FULL,1.840,0.09156,0.000,0
e9_full_10,FULL,1.860,0.13717,0.000,0
e9_full_10,FULL,1.880,-0.01230,0.000,0
e9_full_10,FULL,1.900,-0.02752,0.000,0
e9_full_10,FULL,1.920,-0.09105,0.000,0
e9_full_10,FULL,1.940,0.14248,0.000,0
e9_full_10,FULL,1.960,0.02041,0.000,0
e9_full_10,FULL,1.980,0.14892,0.000,0
e9_full_10,FULL,2.000,-0.02108,0.000,0
e9_full_10,FULL,2.020,0.04141,0.000,0
e9_full_10,FULL,2.040,0.06692,0.000,0
e9_full_10,FULL,2.060,-0.00036,0.000,0
e9_full_10,FULL,2.080,-0.02215,0.000,0
e9_full_10,FULL,2.100,0.05302,0.000,0
e9_full_10,FULL,2.120,0.19051,0.000,0
e9_full_10,FULL,2.140,-0.03763,0.000,0
e9_full_10,FULL,2.160,0.09153,0.000,0
e9_full_10,FULL,2.180,-0.03490,0.000,0
e9_full_10,FULL,2.200,0.22130,0.000,0
e9_full_10,FULL,2.220,0.04748,0.000,0
e9_full_10,FULL,2.240,0.05967,0.000,0
e9_full_10,FULL,2.260,0.05058,0.000,0
e9_full_10,FULL,2.280,0.13024,0.000,0
e9_full_10,FULL,2.300,0.05549,0.000,0
e9_full_10,FULL,2.320,0.23984,0.000,0
e9_full_10,FULL,2.340,-0.04414,0.000,0
e9_full_10,FULL,2.360,0.25003,0.000,0
e9_full_10,FULL,2.380,-0.08126,0.000,0
e9_full_10,FULL,2.400,0.01853,0.000,0
e9_full_10,FULL,2.420,-0.13447,0.000,0
e9_full_10,FULL,2.440,-0.06644,0.000,0
e9_full_10,FULL,2.460,-0.01141,0.000,0
e9_full_10,FULL,2.480,-0.12983,0.000,0
e9_full_10,FULL,2.500,-0.09012,0.000,0
e9_full_10,FULL,2.520,-0.11999,0.000,0
e9_full_10,FULL,2.540,0.05717,0.000,0
e9_full_10,FULL,2.560,-0.07045,0.000,0
e9_full_10,FULL,2.580,0.01017,0.000,0
e9_full_10,FULL,2.600,0.06522,0.000,0
e9_full_10,FULL,2.620,0.00218,0.000,0
e9_full_10,FULL,2.640,0.08538,0.000,0
e9_full_10,FULL,2.660,-0.13092,0.000,0
e9_full_10,FULL,2.680,-0.16041,0.000,0
e9_full_10,FULL,2.700,0.04301,0.000,0
e9_full_10,FULL,2.720,0.09379,0.000,0
e9_full_10,FULL,2.740,0.28623,0.000,0
e9_full_10,FULL,2.760,-0.03935,0.000,0
e9_full_10,FULL,2.780,0.03225,0.000,0
e9_full_10,FULL,2.800,-0.16079,0.000,0
e9_full_10,FULL,2.820,-0.03452,0.000,0
e9_full_10,FULL,2.840,-0.08743,0.000,0
e9_full_10,FULL,2.860,0.01102,0.000,0
e9_full_10,FULL,2.880,0.05087,0.000,0
e9_full_10,FULL,2.900,0.13736,0.000,0
e9_full_10,FULL,2.920,-0.19018,0.000,0
e9_full_10,FULL,2.940,0.05077,0.000,0
e9_full_10,FULL,2.960,-0.07351,0.000,0
e9_full_10,FULL,2.980,0.18869,0.000,0
e9_full_10,FULL,3.000,0.05287,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.200,0.22850,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.180,0.28486,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.160,0.07737,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.140,0.01118,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.120,-0.13636,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.100,-0.05401,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.080,0.05151,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.060,-0.11869,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.040,-0.04746,0.000,0
e9_fixed_lqr_01,FIXED_LQR,-0.020,0.07386,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.000,10.61430,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.020,10.20034,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.040,9.91065,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.060,9.48893,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.080,9.03185,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.100,8.53502,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.120,8.06744,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.140,7.70546,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.160,7.28973,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.180,6.82206,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.200,6.21959,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.220,5.71779,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.240,5.83474,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.260,4.99517,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.280,4.92139,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.300,4.11910,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.320,3.71599,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.340,3.51506,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.360,2.87758,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.380,2.62949,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.400,2.28027,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.420,1.98902,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.440,1.61599,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.460,1.31695,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.480,1.19523,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.500,0.87406,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.520,0.54791,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.540,0.28501,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.560,-0.01887,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.580,-0.04020,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.600,-0.36096,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.620,-0.68516,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.640,-0.86482,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.660,-1.14224,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.680,-0.89612,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.700,-1.18629,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.720,-1.47197,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.740,-1.31813,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.760,-1.68937,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.780,-1.64946,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.800,-1.43866,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.820,-1.96544,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.840,-1.69675,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.860,-1.82042,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.880,-1.69333,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.900,-1.77679,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.920,-1.99038,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.940,-1.70795,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.960,-1.81733,0.000,0
e9_fixed_lqr_01,FIXED_LQR,0.980,-1.69073,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.000,-1.49761,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.020,-1.67405,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.040,-1.59331,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.060,-1.69220,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.080,-1.70638,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.100,-1.40828,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.120,-1.29564,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.140,-1.52663,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.160,-1.17409,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.180,-1.53504,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.200,-1.13555,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.220,-1.30071,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.240,-1.05183,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.260,-1.23079,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.280,-1.14141,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.300,-0.96933,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.320,-0.69270,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.340,-0.87427,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.360,-0.99349,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.380,-0.69235,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.400,-0.81688,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.420,-0.49825,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.440,-0.46880,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.460,-0.35404,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.480,-0.48511,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.500,-0.17131,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.520,-0.36162,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.540,-0.40327,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.560,-0.47434,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.580,-0.33785,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.600,-0.31570,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.620,-0.00613,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.640,-0.06696,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.660,-0.20469,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.680,-0.14555,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.700,0.10189,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.720,0.03930,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.740,0.23984,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.760,0.03374,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.780,0.12141,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.800,0.15497,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.820,-0.08763,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.840,0.14715,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.860,0.19664,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.880,0.17251,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.900,0.24655,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.920,0.18078,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.940,0.22039,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.960,0.51725,0.000,0
e9_fixed_lqr_01,FIXED_LQR,1.980,0.22324,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.000,0.23267,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.020,0.26581,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.040,0.40017,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.060,0.15811,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.080,0.21795,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.100,0.29957,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.120,0.40335,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.140,0.17540,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.160,0.18017,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.180,0.34229,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.200,0.10469,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.220,0.21166,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.240,0.23638,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.260,0.08370,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.280,0.33601,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.300,-0.00654,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.320,0.28318,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.340,0.37463,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.360,0.15395,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.380,0.04563,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.400,0.34701,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.420,0.04693,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.440,0.06011,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.460,-0.06860,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.480,-0.08019,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.500,0.10999,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.520,0.06616,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.540,0.21876,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.560,0.12705,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.580,0.15506,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.600,-0.00077,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.620,0.02252,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.640,0.15099,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.660,0.05620,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.680,0.08881,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.700,0.00845,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.720,0.01928,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.740,0.16664,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.760,-0.20718,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.780,0.21685,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.800,0.00473,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.820,-0.06097,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.840,0.14541,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.860,-0.00239,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.880,0.04566,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.900,-0.08303,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.920,0.18881,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.940,-0.09328,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.960,0.01891,0.000,0
e9_fixed_lqr_01,FIXED_LQR,2.980,-0.02346,0.000,0
e9_fixed_lqr_01,FIXED_LQR,3.000,-0.12137,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.200,-0.04322,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.180,-0.09738,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.160,-0.04382,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.140,0.04156,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.120,-0.00200,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.100,-0.12086,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.080,-0.20998,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.060,0.03979,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.040,-0.08712,0.000,0
e9_fixed_lqr_02,FIXED_LQR,-0.020,-0.01816,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.000,9.65196,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.020,9.17512,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.040,8.68713,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.060,8.53867,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.080,7.89725,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.100,7.39846,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.120,6.97623,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.140,6.87051,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.160,6.30091,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.180,5.94402,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.200,5.64009,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.220,5.15186,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.240,4.77261,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.260,4.73582,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.280,4.03042,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.300,3.72625,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.320,3.19658,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.340,3.16500,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.360,2.76362,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.380,2.16722,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.400,1.96790,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.420,1.69168,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.440,1.55791,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.460,1.31020,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.480,0.93375,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.500,0.75250,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.520,0.54369,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.540,0.21294,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.560,-0.04895,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.580,-0.30104,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.600,-0.31340,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.620,-0.48290,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.640,-0.49689,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.660,-0.81433,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.680,-0.81196,0.000,0
e9_fixed_lqr_02,FIXED_LQR,0.700,-0.90050,0.000,0
