# source=measured_disturbance_recovery_timeseries, provisional=false
trial_id,direction,t_s,pitch_deg,pitch_rate_deg_s,wheel_speed_rad_s,balance_enabled,protection_triggered
e2_forward_06,forward,0.220,5.16604,-4.9955,14.7067,1,0
e2_forward_06,forward,0.240,4.77188,-4.5250,14.3197,1,0
e2_forward_06,forward,0.260,4.53071,-5.1954,13.9429,1,0
e2_forward_06,forward,0.280,3.90743,-3.8515,13.5760,1,0
e2_forward_06,forward,0.300,3.32061,-2.7930,13.2188,1,0
e2_forward_06,forward,0.320,3.28673,-2.2765,12.8709,1,0
e2_forward_06,forward,0.340,2.82531,-2.5246,12.5323,1,0
e2_forward_06,forward,0.360,2.66979,-3.0978,12.2025,1,0
e2_forward_06,forward,0.380,2.29632,-2.8590,11.8814,1,0
e2_forward_06,forward,0.400,1.88441,-2.9431,11.5687,1,0
e2_forward_06,forward,0.420,1.46172,-1.2623,11.2643,1,0
e2_forward_06,forward,0.440,1.22782,-2.2289,10.9679,1,0
e2_forward_06,forward,0.460,0.93369,-1.0019,10.6793,1,0
e2_forward_06,forward,0.480,0.93650,-0.3284,10.3983,1,0
e2_forward_06,forward,0.500,0.65371,-0.2101,10.1246,1,0
e2_forward_06,forward,0.520,0.56676,-1.1993,9.8582,1,0
e2_forward_06,forward,0.540,0.30892,-0.6741,9.5988,1,0
e2_forward_06,forward,0.560,-0.06720,-0.4247,9.3462,1,0
e2_forward_06,forward,0.580,-0.27641,-0.5612,9.1003,1,0
e2_forward_06,forward,0.600,-0.49634,0.0565,8.8608,1,0
e2_forward_06,forward,0.620,-0.54050,0.5453,8.6277,1,0
e2_forward_06,forward,0.640,-0.36865,0.6188,8.4006,1,0
e2_forward_06,forward,0.660,-1.02758,-0.1754,8.1796,1,0
e2_forward_06,forward,0.680,-1.04139,0.0530,7.9643,1,0
e2_forward_06,forward,0.700,-1.10894,0.5742,7.7548,1,0
e2_forward_06,forward,0.720,-0.89783,-0.2027,7.5507,1,0
e2_forward_06,forward,0.740,-1.18061,1.7001,7.3520,1,0
e2_forward_06,forward,0.760,-1.26862,1.1523,7.1585,1,0
e2_forward_06,forward,0.780,-1.42209,1.3540,6.9702,1,0
e2_forward_06,forward,0.800,-1.24307,1.5988,6.7868,1,0
e2_forward_06,forward,0.820,-1.22990,1.2275,6.6082,1,0
e2_forward_06,forward,0.840,-1.25027,1.2397,6.4343,1,0
e2_forward_06,forward,0.860,-1.11812,0.7114,6.2650,1,0
e2_forward_06,forward,0.880,-1.18202,1.3223,6.1001,1,0
e2_forward_06,forward,0.900,-1.30081,2.0461,5.9396,1,0
e2_forward_06,forward,0.920,-1.30826,1.6933,5.7833,1,0
e2_forward_06,forward,0.940,-1.17942,1.3714,5.6311,1,0
e2_forward_06,forward,0.960,-1.22650,1.1854,5.4829,1,0
e2_forward_06,forward,0.980,-1.13957,1.1976,5.3386,1,0
e2_forward_06,forward,1.000,-1.35674,1.3878,5.1982,1,0
e2_forward_06,forward,1.020,-1.31028,2.1647,5.0614,1,0
e2_forward_06,forward,1.040,-1.46935,1.4780,4.9282,1,0
e2_forward_06,forward,1.060,-1.17547,0.9446,4.7985,1,0
e2_forward_06,forward,1.080,-1.08654,1.2586,4.6722,1,0
e2_forward_06,forward,1.100,-1.22010,-0.0747,4.5493,1,0
e2_forward_06,forward,1.120,-1.20777,2.4156,4.4296,1,0
e2_forward_06,forward,1.140,-0.98237,0.4417,4.3130,1,0
e2_forward_06,forward,1.160,-1.08977,1.2680,4.1995,1,0
e2_forward_06,forward,1.180,-0.87948,1.3654,4.0890,1,0
e2_forward_06,forward,1.200,-0.95834,1.9493,3.9814,1,0
e2_forward_06,forward,1.220,-0.70185,0.1508,3.8767,1,0
e2_forward_06,forward,1.240,-0.75433,1.1656,3.7746,1,0
e2_forward_06,forward,1.260,-0.76681,0.2632,3.6753,1,0
e2_forward_06,forward,1.280,-0.70843,0.5322,3.5786,1,0
e2_forward_06,forward,1.300,-0.73412,2.0652,3.4844,1,0
e2_forward_06,forward,1.320,-0.71371,0.4718,3.3927,1,0
e2_forward_06,forward,1.340,-0.57535,0.2080,3.3035,1,0
e2_forward_06,forward,1.360,-0.55910,1.1186,3.2165,1,0
e2_forward_06,forward,1.380,-0.42493,0.9507,3.1319,1,0
e2_forward_06,forward,1.400,-0.51185,0.4923,3.0495,1,0
e2_forward_06,forward,1.420,-0.36719,0.3992,2.9692,1,0
e2_forward_06,forward,1.440,-0.36533,0.0112,2.8911,1,0
e2_forward_06,forward,1.460,-0.26664,0.5157,2.8150,1,0
e2_forward_06,forward,1.480,-0.20540,0.5360,2.7410,1,0
e2_forward_06,forward,1.500,-0.27612,0.6492,2.6688,1,0
e2_forward_06,forward,1.520,-0.30025,0.5689,2.5986,1,0
e2_forward_06,forward,1.540,-0.20038,0.1759,2.5302,1,0
e2_forward_06,forward,1.560,0.09095,-0.5604,2.4636,1,0
e2_forward_06,forward,1.580,-0.10304,1.0698,2.3988,1,0
e2_forward_06,forward,1.600,-0.03086,-0.2571,2.3357,1,0
e2_forward_06,forward,1.620,-0.05629,-0.5592,2.2742,1,0
e2_forward_06,forward,1.640,0.01253,-0.4601,2.2144,1,0
e2_forward_06,forward,1.660,0.03098,0.2339,2.1561,1,0
e2_forward_06,forward,1.680,0.08798,-0.4346,2.0994,1,0
e2_forward_06,forward,1.700,-0.04799,-0.2277,2.0441,1,0
e2_forward_06,forward,1.720,0.15670,0.0849,1.9903,1,0
e2_forward_06,forward,1.740,0.06390,0.5676,1.9380,1,0
e2_forward_06,forward,1.760,0.08179,-0.2940,1.8870,1,0
e2_forward_06,forward,1.780,0.27840,0.8805,1.8373,1,0
e2_forward_06,forward,1.800,0.21359,-0.3708,1.7890,1,0
e2_forward_06,forward,1.820,-0.00757,-0.2738,1.7419,1,0
e2_forward_06,forward,1.840,-0.01936,0.5857,1.6961,1,0
e2_forward_06,forward,1.860,0.12566,0.6129,1.6514,1,0
e2_forward_06,forward,1.880,0.04991,-0.0894,1.6080,1,0
e2_forward_06,forward,1.900,0.21290,0.8961,1.5657,1,0
e2_forward_06,forward,1.920,0.06583,0.4531,1.5245,1,0
e2_forward_06,forward,1.940,0.12440,0.1598,1.4843,1,0
e2_forward_06,forward,1.960,0.29999,-0.4102,1.4453,1,0
e2_forward_06,forward,1.980,0.08379,0.9215,1.4073,1,0
e2_forward_06,forward,2.000,-0.09402,1.0037,1.3702,1,0
e2_forward_06,forward,2.020,0.10096,0.2612,1.3342,1,0
e2_forward_06,forward,2.040,0.08107,0.5035,1.2991,1,0
e2_forward_06,forward,2.060,0.30706,0.2102,1.2649,1,0
e2_forward_06,forward,2.080,0.19490,0.0792,1.2316,1,0
e2_forward_06,forward,2.100,0.29040,0.4779,1.1992,1,0
e2_forward_06,forward,2.120,0.07149,-0.5110,1.1676,1,0
e2_forward_06,forward,2.140,0.09994,-0.1253,1.1369,1,0
e2_forward_06,forward,2.160,-0.00723,-0.1070,1.1070,1,0
e2_forward_06,forward,2.180,0.12689,-0.6507,1.0779,1,0
e2_forward_06,forward,2.200,0.26036,-1.5031,1.0495,1,0
e2_forward_06,forward,2.220,0.20708,-0.6587,1.0219,1,0
e2_forward_06,forward,2.240,-0.00346,0.5852,0.9950,1,0
e2_forward_06,forward,2.260,0.10020,0.6184,0.9688,1,0
e2_forward_06,forward,2.280,0.27976,-1.3148,0.9433,1,0
e2_forward_06,forward,2.300,0.26948,0.1837,0.9185,1,0
e2_forward_06,forward,2.320,-0.03649,-0.0085,0.8943,1,0
e2_forward_06,forward,2.340,0.20275,-1.3303,0.8708,1,0
e2_forward_06,forward,2.360,0.15986,-0.3224,0.8479,1,0
e2_forward_06,forward,2.380,0.04708,0.7798,0.8256,1,0
e2_forward_06,forward,2.400,0.07850,-0.3027,0.8038,1,0
e2_forward_06,forward,2.420,0.27130,0.2504,0.7827,1,0
e2_forward_06,forward,2.440,0.14882,0.1298,0.7621,1,0
e2_forward_06,forward,2.460,0.39499,0.0270,0.7420,1,0
e2_forward_06,forward,2.480,0.10992,0.4278,0.7225,1,0
e2_forward_06,forward,2.500,0.14731,-0.0952,0.7035,1,0
e2_forward_06,forward,2.520,0.20348,-0.4552,0.6850,1,0
e2_forward_06,forward,2.540,0.06185,-0.3563,0.6670,1,0
e2_forward_06,forward,2.560,-0.07766,0.4265,0.6494,1,0
e2_forward_06,forward,2.580,0.07496,-0.3148,0.6323,1,0
e2_forward_06,forward,2.600,-0.04898,0.7515,0.6157,1,0
e2_forward_06,forward,2.620,0.05509,0.6104,0.5995,1,0
e2_forward_06,forward,2.640,0.08788,-0.6624,0.5837,1,0
e2_forward_06,forward,2.660,-0.00834,1.2170,0.5683,1,0
e2_forward_06,forward,2.680,-0.12745,0.7993,0.5534,1,0
e2_forward_06,forward,2.700,0.26769,0.6460,0.5388,1,0
e2_forward_06,forward,2.720,0.26706,-1.2759,0.5246,1,0
e2_forward_06,forward,2.740,0.17787,-0.8966,0.5108,1,0
e2_forward_06,forward,2.760,0.00369,-0.6046,0.4974,1,0
e2_forward_06,forward,2.780,-0.02770,0.6910,0.4843,1,0
e2_forward_06,forward,2.800,0.04197,0.7023,0.4716,1,0
e2_forward_06,forward,2.820,-0.02594,0.2541,0.4592,1,0
e2_forward_06,forward,2.840,-0.11592,0.4559,0.4471,1,0
e2_forward_06,forward,2.860,-0.24915,0.3446,0.4353,1,0
e2_forward_06,forward,2.880,0.08775,-0.1844,0.4239,1,0
e2_forward_06,forward,2.900,0.03210,-0.4827,0.4127,1,0
e2_forward_06,forward,2.920,-0.09202,-0.5115,0.4018,1,0
e2_forward_06,forward,2.940,0.04404,0.8608,0.3913,1,0
e2_forward_06,forward,2.960,-0.09408,0.8602,0.3810,1,0
e2_forward_06,forward,2.980,0.00635,0.1897,0.3709,1,0
e2_forward_06,forward,3.000,0.10219,-0.5955,0.3612,1,0
e2_forward_07,forward,-0.200,0.08707,-0.7691,0.0000,1,0
e2_forward_07,forward,-0.180,0.06704,0.3151,0.0000,1,0
e2_forward_07,forward,-0.160,0.07556,-0.1467,0.0000,1,0
e2_forward_07,forward,-0.140,-0.12220,-0.5825,0.0000,1,0
e2_forward_07,forward,-0.120,-0.17671,0.8431,0.0000,1,0
e2_forward_07,forward,-0.100,-0.11962,0.2638,0.0000,1,0
e2_forward_07,forward,-0.080,0.06338,0.2019,0.0000,1,0
e2_forward_07,forward,-0.060,-0.19593,0.9515,0.0000,1,0
e2_forward_07,forward,-0.040,0.02257,-0.3980,0.0000,1,0
e2_forward_07,forward,-0.020,-0.12520,0.4291,0.0000,1,0
e2_forward_07,forward,0.000,8.65669,-10.4446,18.4358,1,0
e2_forward_07,forward,0.020,8.42587,-10.7613,17.9506,1,0
e2_forward_07,forward,0.040,7.91481,-9.9381,17.4783,1,0
e2_forward_07,forward,0.060,7.54675,-11.1739,17.0183,1,0
e2_forward_07,forward,0.080,6.96294,-9.2527,16.5705,1,0
e2_forward_07,forward,0.100,6.68858,-8.1791,16.1345,1,0
e2_forward_07,forward,0.120,6.20398,-8.6083,15.7099,1,0
e2_forward_07,forward,0.140,5.73485,-7.1130,15.2965,1,0
e2_forward_07,forward,0.160,5.51005,-8.4558,14.8940,1,0
e2_forward_07,forward,0.180,5.25009,-7.3506,14.5021,1,0
e2_forward_07,forward,0.200,4.70052,-6.1258,14.1205,1,0
e2_forward_07,forward,0.220,4.22109,-4.9725,13.7489,1,0
e2_forward_07,forward,0.240,3.96322,-5.2347,13.3871,1,0
e2_forward_07,forward,0.260,3.58549,-4.0584,13.0348,1,0
e2_forward_07,forward,0.280,3.26741,-5.0042,12.6918,1,0
e2_forward_07,forward,0.300,2.88082,-2.5885,12.3579,1,0
e2_forward_07,forward,0.320,2.80618,-3.8988,12.0327,1,0
e2_forward_07,forward,0.340,2.08305,-2.2950,11.7160,1,0
e2_forward_07,forward,0.360,1.96495,-2.8674,11.4077,1,0
e2_forward_07,forward,0.380,1.63337,-2.5641,11.1076,1,0
e2_forward_07,forward,0.400,1.59449,-2.0026,10.8153,1,0
e2_forward_07,forward,0.420,1.51042,-2.6251,10.5307,1,0
e2_forward_07,forward,0.440,1.19737,-1.2457,10.2536,1,0
e2_forward_07,forward,0.460,0.81903,-1.5936,9.9837,1,0
e2_forward_07,forward,0.480,0.65403,-0.8723,9.7210,1,0
e2_forward_07,forward,0.500,0.64224,-0.6791,9.4652,1,0
e2_forward_07,forward,0.520,0.34285,0.2097,9.2162,1,0
e2_forward_07,forward,0.540,0.27978,0.1225,8.9736,1,0
e2_forward_07,forward,0.560,0.08048,-0.2109,8.7375,1,0
e2_forward_07,forward,0.580,0.06413,-0.3425,8.5076,1,0
e2_forward_07,forward,0.600,-0.29917,1.7371,8.2837,1,0
e2_forward_07,forward,0.620,-0.47818,0.3330,8.0657,1,0
e2_forward_07,forward,0.640,-0.39377,0.4555,7.8535,1,0
e2_forward_07,forward,0.660,-0.50486,0.8414,7.6468,1,0
e2_forward_07,forward,0.680,-0.42364,1.4192,7.4456,1,0
e2_forward_07,forward,0.700,-0.71210,0.9298,7.2497,1,0
e2_forward_07,forward,0.720,-0.85914,0.5331,7.0589,1,0
e2_forward_07,forward,0.740,-0.85290,0.9411,6.8732,1,0
e2_forward_07,forward,0.760,-0.76803,0.7620,6.6923,1,0
e2_forward_07,forward,0.780,-1.00918,1.2410,6.5162,1,0
e2_forward_07,forward,0.800,-0.74784,0.7100,6.3447,1,0
e2_forward_07,forward,0.820,-0.87345,1.6536,6.1778,1,0
e2_forward_07,forward,0.840,-1.10608,2.3952,6.0152,1,0
e2_forward_07,forward,0.860,-1.03786,2.7949,5.8569,1,0
e2_forward_07,forward,0.880,-0.84660,-0.4107,5.7028,1,0
e2_forward_07,forward,0.900,-1.10791,1.3184,5.5527,1,0
e2_forward_07,forward,0.920,-0.80736,0.1815,5.4066,1,0
e2_forward_07,forward,0.940,-0.94844,1.0191,5.2644,1,0
e2_forward_07,forward,0.960,-1.04674,0.8514,5.1258,1,0
e2_forward_07,forward,0.980,-0.83309,2.0094,4.9909,1,0
e2_forward_07,forward,1.000,-1.06927,0.8313,4.8596,1,0
e2_forward_07,forward,1.020,-0.96532,1.3820,4.7317,1,0
e2_forward_07,forward,1.040,-1.03263,1.8905,4.6072,1,0
e2_forward_07,forward,1.060,-0.69748,-0.0785,4.4860,1,0
e2_forward_07,forward,1.080,-0.96099,2.1203,4.3679,1,0
e2_forward_07,forward,1.100,-1.00750,1.6777,4.2530,1,0
e2_forward_07,forward,1.120,-0.72710,1.1242,4.1411,1,0
e2_forward_07,forward,1.140,-0.83219,2.2949,4.0321,1,0
e2_forward_07,forward,1.160,-0.78001,1.1381,3.9260,1,0
e2_forward_07,forward,1.180,-0.35724,0.8110,3.8227,1,0
e2_forward_07,forward,1.200,-0.37051,0.6009,3.7221,1,0
e2_forward_07,forward,1.220,-0.50723,0.9392,3.6242,1,0
e2_forward_07,forward,1.240,-0.51153,0.0792,3.5288,1,0
e2_forward_07,forward,1.260,-0.56558,0.5282,3.4359,1,0
e2_forward_07,forward,1.280,-0.25701,0.3675,3.3455,1,0
e2_forward_07,forward,1.300,-0.45775,1.6005,3.2575,1,0
e2_forward_07,forward,1.320,-0.41454,0.6159,3.1718,1,0
e2_forward_07,forward,1.340,-0.19868,0.3623,3.0883,1,0
e2_forward_07,forward,1.360,-0.41613,0.3941,3.0070,1,0
e2_forward_07,forward,1.380,-0.15678,0.7283,2.9279,1,0
e2_forward_07,forward,1.400,-0.18703,-0.9931,2.8509,1,0
e2_forward_07,forward,1.420,-0.36042,0.4914,2.7759,1,0
e2_forward_07,forward,1.440,-0.28412,0.2721,2.7028,1,0
e2_forward_07,forward,1.460,-0.17087,0.0501,2.6317,1,0
e2_forward_07,forward,1.480,-0.14325,-0.3171,2.5624,1,0
e2_forward_07,forward,1.500,-0.09192,-1.3189,2.4950,1,0
e2_forward_07,forward,1.520,-0.34115,0.2969,2.4294,1,0
e2_forward_07,forward,1.540,-0.13877,-0.0979,2.3654,1,0
e2_forward_07,forward,1.560,-0.16170,-0.9265,2.3032,1,0
e2_forward_07,forward,1.580,0.07704,-0.2490,2.2426,1,0
e2_forward_07,forward,1.600,-0.14598,0.0036,2.1836,1,0
e2_forward_07,forward,1.620,-0.12362,0.5360,2.1261,1,0
e2_forward_07,forward,1.640,-0.00187,-0.3460,2.0702,1,0
e2_forward_07,forward,1.660,-0.09066,0.0800,2.0157,1,0
e2_forward_07,forward,1.680,0.04400,-0.2647,1.9626,1,0
e2_forward_07,forward,1.700,-0.03684,-0.4337,1.9110,1,0
e2_forward_07,forward,1.720,0.05044,-0.3303,1.8607,1,0
e2_forward_07,forward,1.740,-0.11505,0.3490,1.8117,1,0
e2_forward_07,forward,1.760,0.19635,0.2843,1.7641,1,0
e2_forward_07,forward,1.780,-0.01641,0.5029,1.7177,1,0
e2_forward_07,forward,1.800,0.09246,0.2131,1.6725,1,0
e2_forward_07,forward,1.820,0.17973,-0.6104,1.6284,1,0
e2_forward_07,forward,1.840,0.07572,0.8509,1.5856,1,0
e2_forward_07,forward,1.860,0.18892,-0.0508,1.5439,1,0
e2_forward_07,forward,1.880,0.23454,-0.8378,1.5032,1,0
e2_forward_07,forward,1.900,-0.07207,1.7571,1.4637,1,0
e2_forward_07,forward,1.920,-0.00049,0.3882,1.4252,1,0
e2_forward_07,forward,1.940,0.14146,0.1101,1.3877,1,0
e2_forward_07,forward,1.960,-0.02479,-0.1492,1.3512,1,0
e2_forward_07,forward,1.980,0.08364,-1.0202,1.3156,1,0
e2_forward_07,forward,2.000,0.14372,-0.2502,1.2810,1,0
e2_forward_07,forward,2.020,0.08552,1.3860,1.2473,1,0
e2_forward_07,forward,2.040,0.13793,-0.5390,1.2145,1,0
e2_forward_07,forward,2.060,0.18376,-0.2377,1.1825,1,0
e2_forward_07,forward,2.080,0.17685,0.4480,1.1514,1,0
e2_forward_07,forward,2.100,-0.01536,0.0372,1.1211,1,0
e2_forward_07,forward,2.120,0.16179,-0.1589,1.0916,1,0
e2_forward_07,forward,2.140,0.22078,0.4622,1.0629,1,0
e2_forward_07,forward,2.160,0.13332,0.5714,1.0349,1,0
e2_forward_07,forward,2.180,0.12846,-0.3595,1.0077,1,0
e2_forward_07,forward,2.200,0.34434,-0.2130,0.9811,1,0
e2_forward_07,forward,2.220,0.18227,0.6567,0.9553,1,0
e2_forward_07,forward,2.240,0.09243,0.6147,0.9302,1,0
e2_forward_07,forward,2.260,0.07654,0.0633,0.9057,1,0
e2_forward_07,forward,2.280,0.02786,-0.0891,0.8819,1,0
e2_forward_07,forward,2.300,-0.10825,-0.7269,0.8587,1,0
e2_forward_07,forward,2.320,0.04763,0.9576,0.8361,1,0
e2_forward_07,forward,2.340,-0.04263,-0.0606,0.8141,1,0
e2_forward_07,forward,2.360,0.08695,-0.7668,0.7926,1,0
e2_forward_07,forward,2.380,0.10707,0.4381,0.7718,1,0
e2_forward_07,forward,2.400,-0.04775,0.6263,0.7515,1,0
e2_forward_07,forward,2.420,-0.06724,-0.8008,0.7317,1,0
e2_forward_07,forward,2.440,-0.05037,0.3176,0.7125,1,0
e2_forward_07,forward,2.460,-0.01498,0.7211,0.6937,1,0
e2_forward_07,forward,2.480,0.01153,0.6477,0.6755,1,0
e2_forward_07,forward,2.500,-0.12807,0.9465,0.6577,1,0
e2_forward_07,forward,2.520,-0.16708,1.0306,0.6404,1,0
e2_forward_07,forward,2.540,0.17346,0.7959,0.6235,1,0
e2_forward_07,forward,2.560,-0.14219,0.9219,0.6071,1,0
e2_forward_07,forward,2.580,-0.11928,-0.3405,0.5911,1,0
e2_forward_07,forward,2.600,0.07326,0.6043,0.5756,1,0
e2_forward_07,forward,2.620,-0.13978,0.2186,0.5604,1,0
e2_forward_07,forward,2.640,0.08027,-0.5561,0.5457,1,0
e2_forward_07,forward,2.660,0.03252,-0.0669,0.5313,1,0
e2_forward_07,forward,2.680,0.16891,-0.5110,0.5173,1,0
e2_forward_07,forward,2.700,0.05470,-1.1927,0.5037,1,0
e2_forward_07,forward,2.720,0.03874,-1.2050,0.4905,1,0
e2_forward_07,forward,2.740,-0.00409,-0.7417,0.4776,1,0
e2_forward_07,forward,2.760,-0.06664,0.7360,0.4650,1,0
e2_forward_07,forward,2.780,0.18914,-0.5192,0.4528,1,0
e2_forward_07,forward,2.800,-0.08127,-0.1114,0.4409,1,0
e2_forward_07,forward,2.820,0.10670,-0.3717,0.4293,1,0
e2_forward_07,forward,2.840,-0.00639,0.0738,0.4180,1,0
e2_forward_07,forward,2.860,0.06022,1.1824,0.4070,1,0
e2_forward_07,forward,2.880,-0.11463,0.8989,0.3963,1,0
e2_forward_07,forward,2.900,-0.02606,-0.1544,0.3858,1,0
e2_forward_07,forward,2.920,0.01883,-0.7333,0.3757,1,0
e2_forward_07,forward,2.940,0.14395,0.1228,0.3658,1,0
e2_forward_07,forward,2.960,-0.00279,-0.1344,0.3562,1,0
e2_forward_07,forward,2.980,-0.09629,-0.0128,0.3468,1,0
e2_forward_07,forward,3.000,-0.11379,0.1751,0.3377,1,0
e2_forward_08,forward,-0.200,-0.05401,0.3803,0.0000,1,0
e2_forward_08,forward,-0.180,-0.02414,0.5314,0.0000,1,0
e2_forward_08,forward,-0.160,-0.03789,-0.2019,0.0000,1,0
e2_forward_08,forward,-0.140,-0.08276,0.3725,0.0000,1,0
e2_forward_08,forward,-0.120,0.00375,0.3183,0.0000,1,0
e2_forward_08,forward,-0.100,0.05070,-0.3671,0.0000,1,0
e2_forward_08,forward,-0.080,0.00295,0.2509,0.0000,1,0
e2_forward_08,forward,-0.060,0.09053,-0.0209,0.0000,1,0
e2_forward_08,forward,-0.040,-0.12798,0.3442,0.0000,1,0
e2_forward_08,forward,-0.020,-0.15198,0.4795,0.0000,1,0
e2_forward_08,forward,0.000,9.01125,-10.3662,19.7569,1,0
e2_forward_08,forward,0.020,8.63289,-9.9277,19.2371,1,0
e2_forward_08,forward,0.040,8.33729,-10.0441,18.7308,1,0
e2_forward_08,forward,0.060,7.96774,-8.7298,18.2380,1,0
e2_forward_08,forward,0.080,7.52131,-8.3447,17.7580,1,0
e2_forward_08,forward,0.100,6.94714,-8.4783,17.2907,1,0
e2_forward_08,forward,0.120,6.50454,-7.3712,16.8358,1,0
e2_forward_08,forward,0.140,6.12644,-7.2882,16.3927,1,0
e2_forward_08,forward,0.160,5.80683,-6.7478,15.9614,1,0
e2_forward_08,forward,0.180,5.28847,-5.8762,15.5414,1,0
e2_forward_08,forward,0.200,4.88533,-4.6337,15.1324,1,0
e2_forward_08,forward,0.220,4.36050,-4.7294,14.7342,1,0
e2_forward_08,forward,0.240,4.30574,-5.0053,14.3465,1,0
e2_forward_08,forward,0.260,3.75484,-4.2620,13.9690,1,0
e2_forward_08,forward,0.280,3.64464,-4.3638,13.6014,1,0
e2_forward_08,forward,0.300,3.06898,-4.0021,13.2435,1,0
e2_forward_08,forward,0.320,2.93217,-3.1428,12.8950,1,0
e2_forward_08,forward,0.340,2.51627,-4.1318,12.5557,1,0
e2_forward_08,forward,0.360,2.11945,-2.3841,12.2253,1,0
e2_forward_08,forward,0.380,2.11463,-1.9211,11.9036,1,0
e2_forward_08,forward,0.400,1.77884,-2.3184,11.5903,1,0
e2_forward_08,forward,0.420,1.16338,-1.0358,11.2853,1,0
e2_forward_08,forward,0.440,1.03316,0.1840,10.9884,1,0
e2_forward_08,forward,0.460,0.97991,-1.7053,10.6992,1,0
e2_forward_08,forward,0.480,0.63715,-0.9016,10.4177,1,0
e2_forward_08,forward,0.500,0.47732,-0.4375,10.1436,1,0
e2_forward_08,forward,0.520,0.32181,0.8635,9.8766,1,0
e2_forward_08,forward,0.540,0.27182,0.5507,9.6167,1,0
e2_forward_08,forward,0.560,0.33020,-0.2417,9.3637,1,0
e2_forward_08,forward,0.580,-0.00986,0.1641,9.1173,1,0
e2_forward_08,forward,0.600,-0.37726,-0.0312,8.8774,1,0
e2_forward_08,forward,0.620,-0.29788,0.3677,8.6438,1,0
e2_forward_08,forward,0.640,-0.52005,1.0848,8.4163,1,0
e2_forward_08,forward,0.660,-0.78282,-0.2678,8.1948,1,0
e2_forward_08,forward,0.680,-0.84361,1.4400,7.9792,1,0
e2_forward_08,forward,0.700,-0.54793,0.7751,7.7692,1,0
e2_forward_08,forward,0.720,-0.92650,1.3983,7.5648,1,0
e2_forward_08,forward,0.740,-0.93643,0.5490,7.3657,1,0
e2_forward_08,forward,0.760,-0.99339,0.5559,7.1719,1,0
e2_forward_08,forward,0.780,-0.91812,1.3610,6.9832,1,0
e2_forward_08,forward,0.800,-1.03021,1.1386,6.7994,1,0
e2_forward_08,forward,0.820,-1.07723,1.4404,6.6205,1,0
e2_forward_08,forward,0.840,-0.97394,-0.2296,6.4463,1,0
e2_forward_08,forward,0.860,-0.98776,1.3386,6.2767,1,0
e2_forward_08,forward,0.880,-1.02184,0.7424,6.1115,1,0
e2_forward_08,forward,0.900,-1.14564,1.7169,5.9507,1,0
e2_forward_08,forward,0.920,-0.96840,1.7709,5.7941,1,0
e2_forward_08,forward,0.940,-1.02143,0.8920,5.6416,1,0
e2_forward_08,forward,0.960,-1.05952,1.5069,5.4932,1,0
e2_forward_08,forward,0.980,-1.21477,0.2641,5.3486,1,0
e2_forward_08,forward,1.000,-1.19715,1.6012,5.2079,1,0
e2_forward_08,forward,1.020,-1.15876,0.3846,5.0708,1,0
e2_forward_08,forward,1.040,-0.77640,0.9834,4.9374,1,0
e2_forward_08,forward,1.060,-0.88626,0.9526,4.8075,1,0
e2_forward_08,forward,1.080,-0.75842,1.3389,4.6810,1,0
e2_forward_08,forward,1.100,-0.88649,1.5649,4.5578,1,0
e2_forward_08,forward,1.120,-0.67148,0.8115,4.4379,1,0
e2_forward_08,forward,1.140,-0.60657,0.6221,4.3211,1,0
e2_forward_08,forward,1.160,-0.63965,1.4986,4.2074,1,0
e2_forward_08,forward,1.180,-0.86648,0.0292,4.0967,1,0
e2_forward_08,forward,1.200,-0.72677,0.3055,3.9889,1,0
e2_forward_08,forward,1.220,-0.62832,-0.8584,3.8839,1,0
e2_forward_08,forward,1.240,-0.54466,0.3061,3.7817,1,0
e2_forward_08,forward,1.260,-0.46818,-0.0896,3.6822,1,0
e2_forward_08,forward,1.280,-0.48663,0.3350,3.5853,1,0
e2_forward_08,forward,1.300,-0.46524,1.1165,3.4909,1,0
e2_forward_08,forward,1.320,-0.52785,0.7731,3.3991,1,0
e2_forward_08,forward,1.340,-0.52701,0.5087,3.3096,1,0
e2_forward_08,forward,1.360,-0.48020,0.7583,3.2225,1,0
e2_forward_08,forward,1.380,-0.31999,-0.1022,3.1377,1,0
e2_forward_08,forward,1.400,-0.39000,0.2647,3.0552,1,0
e2_forward_08,forward,1.420,-0.12239,0.2233,2.9748,1,0
e2_forward_08,forward,1.440,-0.35854,1.0882,2.8965,1,0
e2_forward_08,forward,1.460,-0.13443,0.0924,2.8203,1,0
e2_forward_08,forward,1.480,-0.27128,1.6234,2.7461,1,0
e2_forward_08,forward,1.500,-0.17450,0.2314,2.6738,1,0
e2_forward_08,forward,1.520,-0.14782,-0.1726,2.6035,1,0
e2_forward_08,forward,1.540,-0.12320,0.3006,2.5349,1,0
e2_forward_08,forward,1.560,-0.50449,-0.7138,2.4682,1,0
e2_forward_08,forward,1.580,-0.17915,1.0967,2.4033,1,0
e2_forward_08,forward,1.600,-0.11296,-0.1599,2.3400,1,0
e2_forward_08,forward,1.620,0.04446,-0.7060,2.2785,1,0
e2_forward_08,forward,1.640,-0.04906,0.6773,2.2185,1,0
e2_forward_08,forward,1.660,-0.09167,-0.0128,2.1601,1,0
e2_forward_08,forward,1.680,0.20460,0.6826,2.1033,1,0
e2_forward_08,forward,1.700,-0.07767,0.4804,2.0479,1,0
