trial_id,command_type,t_s,cmd_speed_m_s,cmd_yaw_rad_s,measured_speed_m_s,measured_yaw_rad_s,pitch_deg,protection_triggered,provisional,source
speed_030,speed_step,3.940,0.0000,0.0000,0.0087,0.0100,-0.0960,0,True,synthetic_planning_placeholder_not_measured
speed_030,speed_step,3.960,0.0000,0.0000,0.0155,-0.0130,0.0461,0,True,synthetic_planning_placeholder_not_measured
speed_030,speed_step,3.980,0.0000,0.0000,0.0027,-0.0043,0.0664,0,True,synthetic_planning_placeholder_not_measured
speed_030,speed_step,4.000,0.0000,0.0000,-0.0208,-0.0100,0.0577,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.500,0.0000,0.0000,-0.0003,0.0282,-0.0878,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.480,0.0000,0.0000,-0.0031,0.0217,0.1986,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.460,0.0000,0.0000,0.0046,-0.0169,-0.0582,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.440,0.0000,0.0000,0.0075,0.0061,-0.0520,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.420,0.0000,0.0000,0.0097,-0.0031,0.1519,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.400,0.0000,0.0000,0.0151,-0.0027,0.0122,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.380,0.0000,0.0000,-0.0152,-0.0029,0.0531,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.360,0.0000,0.0000,0.0039,0.0371,-0.0026,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.340,0.0000,0.0000,-0.0122,0.0341,-0.0075,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.320,0.0000,0.0000,-0.0139,0.0050,-0.1101,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.300,0.0000,0.0000,-0.0080,0.0048,-0.0818,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.280,0.0000,0.0000,0.0024,-0.0102,-0.0292,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.260,0.0000,0.0000,0.0174,0.0198,0.1114,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.240,0.0000,0.0000,0.0060,-0.0313,0.1191,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.220,0.0000,0.0000,0.0071,-0.0057,-0.1999,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.200,0.0000,0.0000,-0.0017,0.0213,0.1899,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.180,0.0000,0.0000,0.0028,0.0102,-0.0560,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.160,0.0000,0.0000,0.0106,-0.0021,-0.0139,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.140,0.0000,0.0000,0.0089,-0.0038,0.1385,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.120,0.0000,0.0000,-0.0021,-0.0237,-0.1804,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.100,0.0000,0.0000,0.0034,-0.0240,0.0136,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.080,0.0000,0.0000,-0.0044,0.0097,-0.0640,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.060,0.0000,0.0000,-0.0018,-0.0079,0.0376,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.040,0.0000,0.0000,0.0003,0.0163,0.0772,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,-0.020,0.0000,0.0000,-0.0014,-0.0201,-0.2553,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.000,0.6000,0.0000,-0.0015,-0.0031,-0.0114,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.020,0.6000,0.0000,0.0475,0.0097,0.3541,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.040,0.6000,0.0000,0.0894,0.0016,0.8381,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.060,0.6000,0.0000,0.1553,-0.0117,1.1029,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.080,0.6000,0.0000,0.1887,-0.0215,1.3992,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.100,0.6000,0.0000,0.2243,-0.0204,1.5877,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.120,0.6000,0.0000,0.2624,-0.0053,1.8225,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.140,0.6000,0.0000,0.2792,0.0113,2.0924,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.160,0.6000,0.0000,0.3041,0.0305,2.2929,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.180,0.6000,0.0000,0.3504,0.0197,2.3046,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.200,0.6000,0.0000,0.3429,0.0014,2.4439,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.220,0.6000,0.0000,0.3696,0.0003,2.4725,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.240,0.6000,0.0000,0.3916,0.0099,2.5256,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.260,0.6000,0.0000,0.4149,-0.0019,2.5298,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.280,0.6000,0.0000,0.4123,0.0186,2.4470,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.300,0.6000,0.0000,0.4152,0.0007,2.4649,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.320,0.6000,0.0000,0.4466,0.0225,2.2664,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.340,0.6000,0.0000,0.4615,0.0153,2.3144,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.360,0.6000,0.0000,0.4851,-0.0144,2.0787,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.380,0.6000,0.0000,0.4712,-0.0125,2.2719,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.400,0.6000,0.0000,0.4613,-0.0006,1.8782,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.420,0.6000,0.0000,0.4874,0.0156,1.6328,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.440,0.6000,0.0000,0.4741,0.0156,1.3705,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.460,0.6000,0.0000,0.4956,0.0230,1.3175,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.480,0.6000,0.0000,0.4965,-0.0289,1.1191,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.500,0.6000,0.0000,0.4945,0.0041,1.0377,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.520,0.6000,0.0000,0.5202,-0.0106,0.7546,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.540,0.6000,0.0000,0.4907,0.0250,0.5817,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.560,0.6000,0.0000,0.5185,0.0168,0.5917,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.580,0.6000,0.0000,0.4912,0.0228,0.4272,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.600,0.6000,0.0000,0.5254,-0.0040,0.1835,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.620,0.6000,0.0000,0.5313,0.0215,-0.1074,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.640,0.6000,0.0000,0.5040,0.0100,-0.0986,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.660,0.6000,0.0000,0.5231,-0.0152,-0.2142,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.680,0.6000,0.0000,0.5258,-0.0220,-0.3740,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.700,0.6000,0.0000,0.5344,0.0020,-0.3968,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.720,0.6000,0.0000,0.5236,0.0090,-0.6253,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.740,0.6000,0.0000,0.5333,0.0205,-0.4877,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.760,0.6000,0.0000,0.5239,0.0039,-0.5529,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.780,0.6000,0.0000,0.5390,0.0127,-0.6220,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.800,0.6000,0.0000,0.5261,-0.0044,-0.6763,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.820,0.6000,0.0000,0.5553,-0.0133,-0.7718,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.840,0.6000,0.0000,0.5168,-0.0165,-0.4632,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.860,0.6000,0.0000,0.5328,-0.0250,-0.6309,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.880,0.6000,0.0000,0.5383,0.0035,-0.9618,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.900,0.6000,0.0000,0.5489,0.0051,-0.7119,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.920,0.6000,0.0000,0.5277,-0.0121,-0.7160,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.940,0.6000,0.0000,0.5369,-0.0145,-0.7195,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.960,0.6000,0.0000,0.5277,-0.0194,-0.5096,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,0.980,0.6000,0.0000,0.5386,-0.0086,-0.7084,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.000,0.6000,0.0000,0.5306,0.0016,-0.7226,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.020,0.6000,0.0000,0.5327,-0.0096,-0.6579,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.040,0.6000,0.0000,0.5224,-0.0045,-0.4883,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.060,0.6000,0.0000,0.5285,-0.0260,-0.6069,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.080,0.6000,0.0000,0.5357,-0.0001,-0.4663,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.100,0.6000,0.0000,0.5290,-0.0117,-0.4781,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.120,0.6000,0.0000,0.5418,-0.0214,-0.4456,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.140,0.6000,0.0000,0.5356,-0.0002,-0.4222,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.160,0.6000,0.0000,0.5240,0.0057,-0.3037,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.180,0.6000,0.0000,0.5568,0.0077,-0.1751,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.200,0.6000,0.0000,0.5443,-0.0041,0.0554,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.220,0.6000,0.0000,0.5342,0.0073,-0.0876,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.240,0.6000,0.0000,0.5394,0.0226,-0.0186,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.260,0.6000,0.0000,0.5416,0.0064,-0.0036,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.280,0.6000,0.0000,0.5347,0.0261,0.0639,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.300,0.6000,0.0000,0.5485,0.0131,0.0726,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.320,0.6000,0.0000,0.5378,0.0013,0.1219,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.340,0.6000,0.0000,0.5392,-0.0037,-0.0469,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.360,0.6000,0.0000,0.5220,0.0075,0.3090,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.380,0.6000,0.0000,0.5404,0.0060,0.0389,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.400,0.6000,0.0000,0.5355,0.0138,0.4570,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.420,0.6000,0.0000,0.5155,-0.0104,0.0811,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.440,0.6000,0.0000,0.5434,0.0133,0.1992,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.460,0.6000,0.0000,0.5401,0.0310,0.2997,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.480,0.6000,0.0000,0.5502,0.0042,0.0532,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.500,0.6000,0.0000,0.5351,-0.0090,0.3604,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.520,0.6000,0.0000,0.5486,0.0106,0.2216,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.540,0.6000,0.0000,0.5498,-0.0073,0.2139,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.560,0.6000,0.0000,0.5368,0.0023,0.4281,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.580,0.6000,0.0000,0.5348,0.0116,0.3080,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.600,0.6000,0.0000,0.5431,-0.0013,0.4654,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.620,0.6000,0.0000,0.5328,-0.0141,0.1918,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.640,0.6000,0.0000,0.5149,0.0036,0.2318,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.660,0.6000,0.0000,0.5370,0.0170,0.4227,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.680,0.6000,0.0000,0.5491,0.0031,0.1162,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.700,0.6000,0.0000,0.5323,0.0089,0.1248,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.720,0.6000,0.0000,0.5371,-0.0159,0.0736,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.740,0.6000,0.0000,0.5376,-0.0118,0.0530,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.760,0.6000,0.0000,0.5204,0.0310,0.0890,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.780,0.6000,0.0000,0.5446,0.0044,0.1658,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.800,0.6000,0.0000,0.5343,-0.0001,0.1366,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.820,0.6000,0.0000,0.5450,0.0155,0.0054,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.840,0.6000,0.0000,0.5128,0.0162,0.0290,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.860,0.6000,0.0000,0.5326,0.0076,0.0217,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.880,0.6000,0.0000,0.5473,-0.0204,-0.0304,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.900,0.6000,0.0000,0.5532,-0.0110,0.0095,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.920,0.6000,0.0000,0.5289,-0.0112,-0.0651,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.940,0.6000,0.0000,0.5360,0.0109,0.0568,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.960,0.6000,0.0000,0.5244,-0.0154,0.0570,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,1.980,0.6000,0.0000,0.5319,0.0145,-0.0579,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.000,0.6000,0.0000,0.5207,0.0224,-0.1280,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.020,0.6000,0.0000,0.5664,-0.0024,-0.0644,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.040,0.6000,0.0000,0.5570,0.0263,-0.1055,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.060,0.6000,0.0000,0.5345,0.0032,-0.0506,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.080,0.6000,0.0000,0.5598,0.0022,-0.0529,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.100,0.6000,0.0000,0.5415,-0.0055,-0.0528,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.120,0.6000,0.0000,0.5480,0.0005,-0.1132,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.140,0.6000,0.0000,0.5438,0.0140,0.0064,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.160,0.6000,0.0000,0.5383,-0.0149,-0.1403,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.180,0.6000,0.0000,0.5425,-0.0085,0.0059,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.200,0.6000,0.0000,0.5606,0.0131,-0.0281,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.220,0.6000,0.0000,0.5450,-0.0081,-0.0904,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.240,0.6000,0.0000,0.5269,0.0104,0.0144,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.260,0.6000,0.0000,0.5271,-0.0147,-0.0882,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.280,0.6000,0.0000,0.5349,-0.0132,0.0470,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.300,0.6000,0.0000,0.5433,0.0068,-0.0396,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.320,0.6000,0.0000,0.5525,0.0049,-0.1285,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.340,0.6000,0.0000,0.5321,0.0116,0.0149,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.360,0.6000,0.0000,0.5238,0.0016,-0.0361,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.380,0.6000,0.0000,0.5165,0.0085,-0.0908,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.400,0.6000,0.0000,0.5409,-0.0140,-0.0139,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.420,0.6000,0.0000,0.5445,0.0016,0.0812,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.440,0.6000,0.0000,0.5368,0.0079,0.1574,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.460,0.6000,0.0000,0.5388,-0.0103,-0.0065,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.480,0.6000,0.0000,0.5356,-0.0117,-0.1028,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.500,0.6000,0.0000,0.5449,-0.0235,0.0680,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.520,0.6000,0.0000,0.5396,-0.0129,-0.0841,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.540,0.6000,0.0000,0.5361,0.0263,-0.0331,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.560,0.6000,0.0000,0.5259,-0.0008,0.0496,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.580,0.6000,0.0000,0.5420,-0.0084,-0.1079,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.600,0.6000,0.0000,0.5465,0.0106,-0.0963,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.620,0.6000,0.0000,0.5614,-0.0035,0.0059,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.640,0.6000,0.0000,0.5326,0.0157,-0.0720,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.660,0.6000,0.0000,0.5355,0.0182,0.0357,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.680,0.6000,0.0000,0.5305,-0.0200,-0.2116,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.700,0.6000,0.0000,0.5301,0.0142,0.1295,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.720,0.6000,0.0000,0.5302,0.0081,0.1132,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.740,0.6000,0.0000,0.5354,-0.0392,0.1697,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.760,0.6000,0.0000,0.5387,0.0146,-0.0038,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.780,0.6000,0.0000,0.5363,-0.0134,0.0189,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.800,0.6000,0.0000,0.5348,0.0155,0.0742,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.820,0.6000,0.0000,0.5426,-0.0044,-0.0592,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.840,0.6000,0.0000,0.5431,-0.0214,-0.0292,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.860,0.6000,0.0000,0.5460,0.0212,0.0433,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.880,0.6000,0.0000,0.5543,-0.0091,-0.1978,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.900,0.6000,0.0000,0.5341,0.0056,0.1984,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.920,0.6000,0.0000,0.5352,-0.0033,0.0759,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.940,0.6000,0.0000,0.5450,-0.0276,-0.2317,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.960,0.6000,0.0000,0.5538,0.0061,0.0501,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,2.980,0.6000,0.0000,0.5424,0.0054,0.0060,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.000,0.6000,0.0000,0.5438,0.0132,-0.0137,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.020,0.0000,0.0000,0.4898,0.0089,0.0558,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.040,0.0000,0.0000,0.4379,0.0037,0.1046,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.060,0.0000,0.0000,0.4148,-0.0066,0.1188,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.080,0.0000,0.0000,0.3653,-0.0010,-0.0856,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.100,0.0000,0.0000,0.3422,0.0027,-0.0826,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.120,0.0000,0.0000,0.3130,-0.0038,0.0515,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.140,0.0000,0.0000,0.2923,0.0059,0.0136,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.160,0.0000,0.0000,0.2515,-0.0100,-0.1153,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.180,0.0000,0.0000,0.2236,-0.0077,-0.0140,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.200,0.0000,0.0000,0.2276,-0.0161,-0.0384,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.220,0.0000,0.0000,0.2061,0.0092,0.1091,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.240,0.0000,0.0000,0.1635,-0.0145,-0.1080,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.260,0.0000,0.0000,0.1685,-0.0101,0.0034,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.280,0.0000,0.0000,0.1676,0.0129,-0.0635,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.300,0.0000,0.0000,0.1245,-0.0023,-0.1087,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.320,0.0000,0.0000,0.0961,0.0027,0.0693,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.340,0.0000,0.0000,0.1277,-0.0077,-0.0924,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.360,0.0000,0.0000,0.0948,0.0043,0.0554,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.380,0.0000,0.0000,0.0881,-0.0106,0.0149,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.400,0.0000,0.0000,0.0996,-0.0035,-0.0824,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.420,0.0000,0.0000,0.0862,-0.0241,0.0853,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.440,0.0000,0.0000,0.0747,-0.0112,-0.0845,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.460,0.0000,0.0000,0.0572,0.0091,-0.0227,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.480,0.0000,0.0000,0.0629,-0.0015,0.0564,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.500,0.0000,0.0000,0.0554,0.0083,0.1236,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.520,0.0000,0.0000,0.0457,0.0188,-0.0331,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.540,0.0000,0.0000,0.0487,0.0088,0.1584,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.560,0.0000,0.0000,0.0387,0.0107,-0.0186,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.580,0.0000,0.0000,0.0291,-0.0210,0.0057,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.600,0.0000,0.0000,0.0389,0.0149,-0.0297,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.620,0.0000,0.0000,0.0284,0.0343,-0.1853,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.640,0.0000,0.0000,0.0412,-0.0092,-0.0721,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.660,0.0000,0.0000,0.0308,0.0172,0.0467,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.680,0.0000,0.0000,0.0247,-0.0029,0.0075,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.700,0.0000,0.0000,0.0252,-0.0464,-0.0935,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.720,0.0000,0.0000,0.0202,-0.0142,0.0637,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.740,0.0000,0.0000,0.0043,-0.0091,0.0704,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.760,0.0000,0.0000,0.0088,-0.0182,-0.1281,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.780,0.0000,0.0000,0.0087,0.0065,0.0209,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.800,0.0000,0.0000,0.0028,-0.0307,0.0082,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.820,0.0000,0.0000,0.0175,-0.0031,-0.0121,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.840,0.0000,0.0000,0.0187,0.0060,-0.0107,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.860,0.0000,0.0000,0.0183,0.0132,0.0150,0,True,synthetic_planning_placeholder_not_measured
speed_060,speed_step,3.880,0.0000,0.0000,-0.0059,-0.0108,0.0482,0,True,synthetic_planning_placeholder_not_measured
