trial_id,leg_setting,leg_length_m,t_s,pitch_deg,target_leg_m,balance_enabled,protection_triggered,provisional,source
e3_short_04,short,0.055,-0.080,0.13279,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,-0.060,-0.02254,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,-0.040,-0.09650,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,-0.020,-0.13183,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.000,5.97555,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.020,5.80864,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.040,5.53105,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.060,4.98484,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.080,4.78670,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.100,4.32199,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.120,4.06678,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.140,3.71856,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.160,3.45429,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.180,3.08946,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.200,2.99825,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.220,2.69644,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.240,2.63549,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.260,2.30767,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.280,1.98679,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.300,1.66519,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.320,1.59847,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.340,1.43527,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.360,1.14625,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.380,1.07154,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.400,1.06052,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.420,0.50372,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.440,0.59135,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.460,0.41460,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.480,0.43156,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.500,0.00193,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.520,0.25949,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.540,0.13442,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.560,0.16999,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.580,0.09017,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.600,-0.09524,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.620,-0.24936,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.640,-0.02459,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.660,-0.42601,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.680,-0.24838,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.700,-0.28005,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.720,-0.43972,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.740,-0.39834,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.760,-0.30509,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.780,-0.18633,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.800,-0.34270,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.820,-0.39892,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.840,-0.27471,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.860,-0.48655,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.880,-0.43468,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.900,-0.42768,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.920,-0.38276,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.940,-0.46680,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.960,-0.42552,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,0.980,-0.27167,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.000,-0.34442,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.020,-0.43196,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.040,-0.31230,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.060,-0.46235,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.080,-0.41057,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.100,-0.13093,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.120,-0.42430,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.140,-0.28776,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.160,-0.41819,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.180,-0.29796,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.200,-0.25788,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.220,-0.17916,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.240,-0.13808,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.260,-0.16054,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.280,-0.19793,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.300,-0.13567,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.320,-0.14708,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.340,-0.02173,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.360,-0.04399,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.380,-0.04405,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.400,-0.21989,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.420,0.01506,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.440,-0.19697,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.460,0.22228,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.480,-0.10030,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.500,-0.09833,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.520,-0.03933,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.540,-0.02120,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.560,-0.02747,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.580,0.09308,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.600,-0.16849,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.620,-0.17614,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.640,0.01733,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.660,-0.24721,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.680,-0.00502,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.700,0.19657,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.720,-0.27702,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.740,-0.08701,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.760,0.09521,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.780,0.21992,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.800,0.01426,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.820,-0.15407,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.840,0.00545,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.860,0.07991,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.880,0.05412,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.900,0.17619,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.920,-0.03366,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.940,-0.04766,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.960,0.10439,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,1.980,0.18357,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.000,-0.04744,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.020,0.13543,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.040,-0.13309,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.060,0.13912,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.080,0.10792,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.100,0.10587,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.120,-0.15842,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.140,-0.00878,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.160,0.00766,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.180,-0.12291,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.200,-0.18945,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.220,-0.13915,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.240,0.14203,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.260,-0.03473,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.280,0.09308,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.300,-0.06130,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.320,-0.01601,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.340,-0.15262,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.360,0.11336,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.380,-0.08906,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.400,0.14756,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.420,-0.10916,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.440,0.04522,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.460,-0.00351,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.480,0.38931,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.500,-0.17747,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.520,-0.15359,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.540,0.04858,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.560,-0.08493,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.580,0.06605,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.600,-0.07138,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.620,-0.16601,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.640,0.17239,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.660,-0.15787,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.680,0.09793,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.700,-0.17525,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.720,0.05967,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.740,0.35408,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.760,0.06849,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.780,-0.11387,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.800,0.00654,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.820,0.06284,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.840,0.25903,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.860,0.15455,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.880,0.19912,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.900,0.01967,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.920,0.11451,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.940,-0.02336,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.960,0.21108,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,2.980,0.01748,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_04,short,0.055,3.000,-0.06433,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.200,0.07064,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.180,0.22222,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.160,0.03517,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.140,0.01585,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.120,-0.02557,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.100,0.11452,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.080,0.21293,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.060,-0.17971,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.040,0.03437,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,-0.020,-0.02122,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.000,6.39310,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.020,5.72900,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.040,5.61228,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.060,5.25466,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.080,4.84685,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.100,4.47922,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.120,4.39105,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.140,3.63174,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.160,3.49596,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.180,3.27286,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.200,2.82646,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.220,2.57800,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.240,2.39223,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.260,2.04639,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.280,2.00836,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.300,1.72590,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.320,1.68203,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.340,1.50872,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.360,1.08190,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.380,1.05847,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.400,0.81624,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.420,0.67049,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.440,0.41207,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.460,0.53048,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.480,0.33414,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.500,0.32711,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.520,0.03687,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.540,0.15415,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.560,-0.01751,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.580,-0.01102,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.600,0.01648,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.620,-0.14053,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.640,-0.26872,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.660,0.01828,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.680,-0.23886,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.700,-0.39808,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.720,-0.11800,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.740,-0.38810,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.760,-0.44972,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.780,-0.26529,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.800,-0.35533,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.820,-0.24529,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.840,-0.26232,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.860,-0.18323,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.880,-0.30628,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.900,-0.39639,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.920,-0.37283,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.940,-0.38926,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.960,-0.48541,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,0.980,-0.37102,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.000,-0.48273,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.020,-0.42406,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.040,-0.49676,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.060,-0.47076,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.080,-0.19583,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.100,-0.44126,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.120,-0.22634,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.140,-0.41290,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.160,-0.16549,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.180,-0.26818,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.200,-0.11358,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.220,-0.24507,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.240,-0.04336,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.260,-0.18522,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.280,-0.00857,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.300,-0.17366,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.320,0.05463,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.340,-0.18861,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.360,-0.24875,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.380,-0.13946,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.400,0.04622,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.420,-0.06195,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.440,0.07641,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.460,0.01196,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.480,-0.15043,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.500,-0.00927,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.520,-0.21514,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.540,-0.24756,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.560,0.04992,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.580,-0.11240,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.600,0.13381,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.620,-0.03895,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.640,-0.02331,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.660,-0.21645,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.680,0.04123,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.700,0.06578,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.720,-0.25228,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.740,-0.05907,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.760,-0.01516,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.780,0.21146,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.800,-0.15080,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.820,0.05683,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.840,-0.22343,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.860,0.04440,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.880,-0.07860,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.900,0.10697,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.920,-0.00176,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.940,-0.06368,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.960,0.12563,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,1.980,0.13178,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.000,0.11009,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.020,-0.16397,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.040,0.02902,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.060,0.06051,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.080,0.08610,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.100,-0.09451,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.120,0.04763,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.140,0.06446,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.160,0.09461,0.055,1,0,True,synthetic_planning_placeholder_not_measured
e3_short_05,short,0.055,2.180,0.01640,0.055,1,0,True,synthetic_planning_placeholder_not_measured
